Fecha       Licencia    Placa          Infraccion      Monto     Descuento  Puntos    Meses Susp
2020/05/30  48878256    W6Z-142        MUY GRAVE       474.00      0.00       500         0
2020/05/31  54447051    D5W-773        MUY GRAVE      5925.00      0.00      2000         6
2020/05/31  60784914    C6Q-548        GRAVE           316.00      0.25       100         0
2020/06/01  89941095    P6T-244        MUY GRAVE       474.00      0.00       500         0
2020/06/01  38862473    I4B-541        GRAVE           316.00      0.25       100         0
2020/06/04  25518120    E1J-798        MUY GRAVE         0.00      0.00      2000        12
2020/06/04  88167677    B4C-100        GRAVE           316.00      0.25       100         0
2020/06/05  54665716    D2V-055        GRAVE           316.00      0.25       100         0
2020/06/05  29833157    S2N-896        GRAVE           316.00      0.25       200         0
2020/06/05  27185429    U3F-754        GRAVE           316.00      0.25       100         0
2020/06/06  73818744    U5N-536        MUY GRAVE       474.00      0.00       500         0
2020/06/06  53853385    T9X-217        GRAVE           316.00      0.25       100         0
2020/06/08  28820944    H2K-127        GRAVE           316.00      0.25       100         0
2020/06/08  37080813    P7E-145        MUY GRAVE       474.00      0.00       500         0
2020/06/09  26522329    U7R-252        LEVE            158.00      0.50         0         0
2020/06/09  26522329    W7R-114        GRAVE           316.00      0.25       100         0
2020/06/09  54141214    Y9G-536        GRAVE           316.00      0.25       100         0
2020/06/10  88854166    H3E-885        GRAVE           316.00      0.25       100         0
2020/06/11  35912665    O4X-500        MUY GRAVE       474.00      0.00       500         0
2020/06/13  47528229    U0N-343        GRAVE           316.00      0.25       100         0
2020/06/13  27185429    S9I-160        GRAVE           316.00      0.25       100         0
2020/06/13  60784914    P4Y-758        MUY GRAVE       948.00      0.00       600         1
2020/06/13  16136330    E3U-231        MUY GRAVE       474.00      0.00       500         0
2020/06/14  66849703    B4N-777        MUY GRAVE       474.00      0.00       500         0
2020/06/15  34248357    R7N-062        GRAVE           316.00      0.25       100         0
2020/06/15  35912665    O2Z-308        GRAVE           316.00      0.25       100         0
2020/06/15  31107104    E0I-722        GRAVE           316.00      0.25       200         0
2020/06/15  19963454    H8A-390        GRAVE           316.00      0.25       200         0
2020/06/16  64178096    I0X-469        MUY GRAVE       711.00      0.00       600         1
2020/06/18  88167677    Y4Y-028        MUY GRAVE       474.00      0.00       500         0
2020/06/19  53853385    O5L-856        GRAVE           316.00      0.25       200         0
2020/06/19  84186239    T6W-978        MUY GRAVE       474.00      0.00       500         0
2020/06/19  81528434    D6F-465        LEVE            158.00      0.50         0         0
2020/06/19  88854166    L3N-150        GRAVE           316.00      0.25       100         0
2020/06/20  13219606    M2Q-712        MUY GRAVE       474.00      0.00       500         0
2020/06/20  54447051    G3Y-654        MUY GRAVE       474.00      0.00       500         0
2020/06/20  89314225    C3A-423        GRAVE           316.00      0.25       100         0
2020/06/21  15559308    X6O-905        GRAVE           316.00      0.25       100         0
2020/06/22  80310768    O2F-523        MUY GRAVE       474.00      0.00       500         0
2020/06/22  69252518    P7I-760        GRAVE           316.00      0.25       100         0
2020/06/22  54141214    J7Y-327        LEVE            158.00      0.50         0         0
2020/06/23  71578206    Y9F-491        MUY GRAVE       474.00      0.00       500         0
2020/06/23  90467829    H1R-953        GRAVE           316.00      0.25       100         0
2020/06/24  70414420    U5T-348        MUY GRAVE      3950.00      0.00      1000         6
2020/06/24  53374153    V7L-069        GRAVE           316.00      0.25       100         0
2020/06/24  77763722    A1Q-612        MUY GRAVE       474.00      0.00       500         0
2020/06/25  50200823    H1E-399        GRAVE           316.00      0.25       100         0
2020/06/25  54447051    D5W-773        GRAVE           316.00      0.25       100         0
2020/06/26  44188994    M0X-657        GRAVE           316.00      0.25       100         0
2020/06/26  19963454    X9O-440        GRAVE           316.00      0.25       200         0
2020/06/28  79672079    Y3Q-331        MUY GRAVE       474.00      0.00       500         0
2020/06/28  50201756    X8O-807        GRAVE           316.00      0.25       100         0
2020/06/29  81799482    V7P-711        MUY GRAVE         0.00      0.00      2000        12
2020/06/29  30046639    P6I-223        GRAVE           316.00      0.25       100         0
2020/06/29  97849227    I0K-077        GRAVE           316.00      0.25       200         0
2020/06/30  97849227    I0K-077        MUY GRAVE       474.00      0.00       500         0
2020/06/30  69252518    Y0Y-415        GRAVE           316.00      0.25       100         0
2020/07/01  88167677    Y4Y-028        MUY GRAVE       474.00      0.00       500         0
2020/07/02  34248357    H4R-733        GRAVE           316.00      0.25       100         0
2020/07/02  88167677    B4C-100        MUY GRAVE       474.00      0.00       500         0
2020/07/04  64532449    J0V-437        GRAVE           316.00      0.25       100         0
2020/07/04  58992942    V7O-315        GRAVE           316.00      0.25       100         0
2020/07/05  86429854    M5U-987        GRAVE           316.00      0.25       100         0
2020/07/07  32244565    J1E-736        MUY GRAVE       474.00      0.00       500         0
2020/07/07  82870470    K0H-387        GRAVE           316.00      0.25       100         0
2020/07/07  34976629    J8B-303        MUY GRAVE       474.00      0.00       500         0
2020/07/07  39544560    Y0K-784        MUY GRAVE       474.00      0.00       500         0
2020/07/08  49927087    G7B-252        GRAVE           316.00      0.25       100         0
2020/07/09  54141214    J7Y-327        MUY GRAVE       474.00      0.00       500         0
2020/07/10  16925690    B4I-014        GRAVE           316.00      0.25       100         0
2020/07/10  71578206    G7Z-721        GRAVE           316.00      0.25       100         0
2020/07/10  36079131    V4S-057        MUY GRAVE       474.00      0.00       500         0
2020/07/10  15029228    C0P-895        GRAVE           316.00      0.25       100         0
2020/07/11  73567806    A7Y-833        MUY GRAVE       474.00      0.00       500         0
2020/07/11  99950484    X0R-946        MUY GRAVE       474.00      0.00       500         0
2020/07/13  77367073    W4W-684        GRAVE           316.00      0.25       100         0
2020/07/14  25518120    E1J-798        GRAVE           316.00      0.25       100         0
2020/07/14  16136330    E3U-231        GRAVE           316.00      0.25       100         0
2020/07/14  79766395    N6D-256        GRAVE           316.00      0.25       100         0
2020/07/14  97849227    I0K-077        MUY GRAVE      5925.00      0.00      2000         6
2020/07/14  32244565    M8W-853        GRAVE           316.00      0.25       100         0
2020/07/14  30046639    L8F-459        MUY GRAVE       474.00      0.00       500         0
2020/07/15  39244942    N5Y-450        GRAVE           316.00      0.25       200         0
2020/07/15  49927087    X3E-271        GRAVE           316.00      0.25       100         0
2020/07/15  35912665    A6E-125        GRAVE           316.00      0.25       100         0
2020/07/16  27864822    R5C-239        LEVE            158.00      0.50         0         0
2020/07/17  90467829    K4H-445        MUY GRAVE       474.00      0.00       500         0
2020/07/18  77367073    C2S-070        MUY GRAVE      1975.00      0.00       600         1
2020/07/19  45043076    I1D-713        GRAVE           316.00      0.25       100         0
2020/07/19  39544560    Y0K-784        MUY GRAVE      5925.00      0.00      2000         6
2020/07/20  48528209    T9L-709        MUY GRAVE      5925.00      0.00      2000         6
2020/07/20  13219606    M2Q-712        MUY GRAVE       474.00      0.00       500         0
2020/07/21  32244565    J1E-736        GRAVE           316.00      0.25       200         0
2020/07/22  16925690    R7N-113        GRAVE           316.00      0.25       100         0
2020/07/22  34248357    H4R-733        MUY GRAVE       474.00      0.00       500         0
2020/07/23  73567806    W9Z-281        MUY GRAVE       474.00      0.00       500         0
2020/07/23  89941095    R8O-904        GRAVE           316.00      0.25       100         0
2020/07/24  43454884    P6Z-734        GRAVE           316.00      0.25       100         0
2020/07/24  66849703    J2F-853        GRAVE           316.00      0.25       200         0
2020/07/24  96693273    F3R-138        GRAVE           316.00      0.25       100         0
2020/07/25  70414420    U5T-348        MUY GRAVE       474.00      0.00       500         0
2020/07/25  60335381    E6T-667        GRAVE           316.00      0.25       100         0
2020/07/26  99950484    Y6I-680        GRAVE           316.00      0.25       100         0
2020/07/26  35297848    O7D-970        GRAVE           316.00      0.25       100         0
2020/07/27  29989682    W3T-571        MUY GRAVE       474.00      0.00       500         0
2020/07/28  99950484    Y9W-731        GRAVE           316.00      0.25       100         0
2020/07/28  58992942    V7O-315        MUY GRAVE       474.00      0.00       500         0
2020/07/29  16477908    W7C-957        GRAVE           316.00      0.25       100         0
2020/07/29  53853385    O5L-856        GRAVE           316.00      0.25       100         0
2020/08/01  32090869    L4B-291        GRAVE           316.00      0.25       100         0
2020/08/02  71578206    Y9F-491        MUY GRAVE         0.00      0.00      2000        12
2020/08/02  27864822    R5C-239        GRAVE           316.00      0.25       100         0
2020/08/02  32244565    J1E-736        GRAVE           316.00      0.25       100         0
2020/08/03  75348522    P5B-640        GRAVE           316.00      0.25       100         0
2020/08/03  71578206    G7Z-721        GRAVE           316.00      0.25       100         0
2020/08/03  32090869    L4B-291        GRAVE           316.00      0.25       100         0
2020/08/03  47844324    F1H-328        GRAVE           316.00      0.25       100         0
2020/08/03  64532449    V4I-691        MUY GRAVE      3950.00      0.00       100         6
2020/08/04  44188994    R2L-600        MUY GRAVE      3950.00      0.00       100         6
2020/08/05  45043076    S7E-946        GRAVE           316.00      0.25       100         0
2020/08/06  43454884    P6Z-734        MUY GRAVE       474.00      0.00       500         0
2020/08/06  68310808    I3A-223        MUY GRAVE         0.00      0.00      2000        12
2020/08/07  58992942    H8M-598        LEVE            158.00      0.50         0         0
2020/08/07  38862473    I4B-541        GRAVE           316.00      0.25       100         0
2020/08/07  71832810    T1K-210        GRAVE           316.00      0.25       100         0
2020/08/08  53374153    G6I-762        MUY GRAVE      5925.00      0.00      2000         6
2020/08/08  69494747    J8D-125        GRAVE           316.00      0.25       100         0
2020/08/08  35671623    V4E-749        GRAVE           316.00      0.25       100         0
2020/08/09  68303148    H1W-140        GRAVE           316.00      0.25       200         0
2020/08/09  35671623    K0T-350        MUY GRAVE       948.00      0.00       600         1
2020/08/09  49927087    M8Q-758        MUY GRAVE      3950.00      0.00       100         6
2020/08/12  89941095    R8O-904        MUY GRAVE       474.00      0.00       500         0
2020/08/13  48450395    Q5S-871        MUY GRAVE         0.00      0.00      2000        12
2020/08/13  15559308    S3L-803        GRAVE           316.00      0.25       200         0
2020/08/13  13219606    M2Q-712        GRAVE           316.00      0.25       100         0
2020/08/14  16925690    R7N-113        GRAVE           316.00      0.25       100         0
2020/08/14  75348522    E1L-705        GRAVE           316.00      0.25       100         0
2020/08/14  16477908    I0E-459        MUY GRAVE         0.00      0.00      2000        12
2020/08/15  74325123    V9F-655        GRAVE           316.00      0.25       200         0
2020/08/15  79672079    Y3Q-331        GRAVE           316.00      0.25       100         0
2020/08/15  96693273    A6K-820        GRAVE           316.00      0.25       100         0
2020/08/17  45043076    R1T-735        GRAVE           316.00      0.25       100         0
2020/08/17  16925690    R7N-113        MUY GRAVE       948.00      0.00       600         1
2020/08/18  53853385    T9X-217        MUY GRAVE      1975.00      0.00       800         3
2020/08/19  39244942    N5Y-450        GRAVE           316.00      0.25       100         0
2020/08/19  60335381    B3U-845        GRAVE           316.00      0.25       100         0
2020/08/20  63291514    Z1A-459        GRAVE           316.00      0.25       100         0
2020/08/20  19568447    D8R-235        GRAVE           316.00      0.25       200         0
2020/08/20  38862473    K3B-165        MUY GRAVE       474.00      0.00       500         0
2020/08/21  71578206    Y9F-491        GRAVE           316.00      0.25       100         0
2020/08/21  81528434    D6F-465        MUY GRAVE       474.00      0.00       500         0
2020/08/21  19963454    D9A-711        MUY GRAVE       474.00      0.00       500         0
2020/08/21  88167677    B4C-100        LEVE            158.00      0.50         0         0
2020/08/21  15559308    S3L-803        MUY GRAVE      1975.00      0.00       800         3
2020/08/21  73818744    U5N-536        LEVE            158.00      0.50         0         0
2020/08/22  50201756    X8O-807        GRAVE           316.00      0.25       100         0
2020/08/24  53374153    V7L-069        GRAVE           316.00      0.25       100         0
2020/08/25  87495937    L2H-207        MUY GRAVE       474.00      0.00       500         0
2020/08/26  67185679    S7F-983        MUY GRAVE       474.00      0.00       500         0
2020/08/27  73357516    G0B-604        GRAVE           316.00      0.25       100         0
2020/08/27  86718074    L4O-783        MUY GRAVE       948.00      0.00       600         1
2020/08/27  26522329    W7R-114        GRAVE           316.00      0.25       100         0
2020/08/29  13219606    T3B-722        GRAVE           316.00      0.25       100         0
2020/08/30  81799482    E3U-768        GRAVE           316.00      0.25       100         0
2020/08/30  37080813    O9W-355        MUY GRAVE         0.00      0.00      2000        12
2020/08/30  71578206    G7Z-721        MUY GRAVE       474.00      0.00       500         0
2020/08/30  69252518    P7I-760        MUY GRAVE      1975.00      0.00       600         1
2020/08/31  15559308    T8F-368        GRAVE           316.00      0.25       100         0
2020/08/31  48878256    G2R-979        MUY GRAVE       474.00      0.00       500         0
2020/08/31  88167677    B4C-100        GRAVE           316.00      0.25       200         0
2020/09/01  74325123    H0E-855        MUY GRAVE       948.00      0.00       600         1
2020/09/02  79672079    R7U-941        GRAVE           316.00      0.25       100         0
2020/09/03  29833157    I5K-310        GRAVE           316.00      0.25       100         0
2020/09/04  13219606    N1O-921        GRAVE           316.00      0.25       100         0
2020/09/04  48878256    W6Z-142        LEVE            158.00      0.50         0         0
2020/09/04  86718074    L4O-783        MUY GRAVE      3950.00      0.00      1000         6
2020/09/04  87282766    S1D-093        GRAVE           316.00      0.25       100         0
2020/09/05  35671623    P2Q-870        GRAVE           316.00      0.25       100         0
2020/09/07  24859596    A8P-118        MUY GRAVE       474.00      0.00       500         0
2020/09/09  86718074    Q6I-941        GRAVE           316.00      0.25       100         0
2020/09/11  51395324    M4Z-108        LEVE            158.00      0.50         0         0
2020/09/12  35683701    D5W-953        MUY GRAVE       474.00      0.00       500         0
2020/09/12  30441350    M9Z-497        MUY GRAVE       474.00      0.00       500         0
2020/09/12  64178096    B7V-643        MUY GRAVE       474.00      0.00       500         0
2020/09/13  30441350    X0F-315        LEVE            158.00      0.50         0         0
2020/09/15  30046639    P6I-223        LEVE            158.00      0.50         0         0
2020/09/15  73567806    W9Z-281        GRAVE           316.00      0.25       200         0
2020/09/16  90467829    X8U-894        GRAVE           316.00      0.25       100         0
2020/09/17  89941095    P6T-244        GRAVE           316.00      0.25       100         0
2020/09/17  29989682    B1J-773        GRAVE           316.00      0.25       100         0
2020/09/17  16136330    E3U-231        GRAVE           316.00      0.25       100         0
2020/09/19  43454884    G0F-080        GRAVE           316.00      0.25       100         0
2020/09/19  82031355    Z5D-724        MUY GRAVE       474.00      0.00       500         0
2020/09/19  67185679    S7F-983        MUY GRAVE       474.00      0.00       500         0
2020/09/20  82031355    H6X-124        LEVE            158.00      0.50         0         0
2020/09/20  54141214    G2I-709        GRAVE           316.00      0.25       100         0
2020/09/21  73567806    Q9D-870        MUY GRAVE       474.00      0.00       500         0
2020/09/21  52003695    H8S-849        GRAVE           316.00      0.25       100         0
2020/09/21  88167677    Y4Y-028        MUY GRAVE       474.00      0.00       500         0
2020/09/22  19963454    D9A-711        GRAVE           316.00      0.25       100         0
2020/09/22  88854166    O0K-148        MUY GRAVE       474.00      0.00       500         0
2020/09/23  82870470    K0H-387        MUY GRAVE       474.00      0.00       500         0
2020/09/24  28820944    H2K-127        GRAVE           316.00      0.25       100         0
2020/09/24  19963454    X9O-440        MUY GRAVE       474.00      0.00       500         0
2020/09/25  49927087    G7B-252        GRAVE           316.00      0.25       100         0
2020/09/25  89941095    R8O-904        MUY GRAVE       711.00      0.00       600         1
2020/09/25  54447051    D5W-773        GRAVE           316.00      0.25       100         0
2020/09/25  69494747    J8D-125        GRAVE           316.00      0.25       100         0
2020/09/27  15029228    C0P-895        GRAVE           316.00      0.25       100         0
2020/09/29  85501710    Z4K-431        GRAVE           316.00      0.25       200         0
2020/09/29  34976629    J8B-303        LEVE            158.00      0.50         0         0
2020/09/30  71578206    G7Z-721        MUY GRAVE       474.00      0.00       500         0
2020/09/30  52003695    H8S-849        GRAVE           316.00      0.25       100         0
2020/09/30  48878256    G2R-979        GRAVE           316.00      0.25       200         0
2020/10/03  96693273    C0G-556        GRAVE           316.00      0.25       100         0
2020/10/03  69252518    P7I-760        GRAVE           316.00      0.25       100         0
2020/10/04  29833157    I9F-484        MUY GRAVE      1975.00      0.00       800         3
2020/10/04  45043076    S7E-946        GRAVE           316.00      0.25       100         0
2020/10/05  68310808    W8F-397        MUY GRAVE       474.00      0.00       500         0
2020/10/05  87282766    S1D-093        GRAVE           316.00      0.25       200         0
2020/10/06  90467829    X8U-894        GRAVE           316.00      0.25       200         0
2020/10/06  19963454    H8A-390        MUY GRAVE       474.00      0.00       500         0
2020/10/07  97849227    I0K-077        MUY GRAVE       474.00      0.00       500         0
2020/10/07  48878256    F2F-895        GRAVE           316.00      0.25       200         0
2020/10/07  79672079    R7U-941        GRAVE           316.00      0.25       200         0
2020/10/07  79672079    Y3Q-331        GRAVE           316.00      0.25       100         0
2020/10/09  96693273    C0G-556        GRAVE           316.00      0.25       100         0
2020/10/09  15559308    T8F-368        GRAVE           316.00      0.25       100         0
2020/10/09  85501710    N2C-590        GRAVE           316.00      0.25       100         0
2020/10/10  16477908    I0E-459        MUY GRAVE       474.00      0.00       500         0
2020/10/10  86429854    K1F-766        GRAVE           316.00      0.25       100         0
2020/10/10  90467829    K4H-445        GRAVE           316.00      0.25       100         0
2020/10/11  90467829    H1R-953        MUY GRAVE       474.00      0.00       500         0
2020/10/12  82870470    C4O-436        GRAVE           316.00      0.25       100         0
2020/10/12  35912665    A6E-125        GRAVE           316.00      0.25       100         0
2020/10/13  53853385    T9X-217        GRAVE           316.00      0.25       100         0
2020/10/13  73972114    A2F-518        GRAVE           316.00      0.25       100         0
2020/10/13  73357516    P1T-781        MUY GRAVE       474.00      0.00       500         0
2020/10/13  36079131    I0W-872        LEVE            158.00      0.50         0         0
2020/10/14  30441350    Q6Q-335        GRAVE           316.00      0.25       100         0
2020/10/14  30046639    L8F-459        GRAVE           316.00      0.25       100         0
2020/10/15  87495937    L2H-207        GRAVE           316.00      0.25       100         0
2020/10/16  68310808    I3A-223        GRAVE           316.00      0.25       100         0
2020/10/17  77367073    C2S-070        MUY GRAVE       474.00      0.00       500         0
2020/10/17  43454884    P6Z-734        GRAVE           316.00      0.25       100         0
2020/10/17  73818744    U5N-536        GRAVE           316.00      0.25       100         0
2020/10/17  86718074    L4O-783        GRAVE           316.00      0.25       100         0
2020/10/17  29989682    W1V-221        GRAVE           316.00      0.25       100         0
2020/10/18  87495937    Z8C-558        GRAVE           316.00      0.25       100         0
2020/10/19  44188994    R2L-600        MUY GRAVE       948.00      0.00       600         1
2020/10/19  19963454    X9O-440        GRAVE           316.00      0.25       200         0
2020/10/20  66849703    J2F-853        GRAVE           316.00      0.25       100         0
2020/10/21  19568447    O7W-705        GRAVE           316.00      0.25       100         0
2020/10/21  32244565    J1E-736        MUY GRAVE       474.00      0.00       500         0
2020/10/22  90467829    K4H-445        GRAVE           316.00      0.25       100         0
2020/10/22  85501710    Z4K-431        MUY GRAVE       474.00      0.00       500         0
2020/10/23  64178096    G3B-505        MUY GRAVE       948.00      0.00       600         1
2020/10/23  60335381    E6T-667        GRAVE           316.00      0.25       100         0
2020/10/23  73567806    Q9D-870        LEVE            158.00      0.50         0         0
2020/10/24  87282766    S1D-093        GRAVE           316.00      0.25       100         0
2020/10/24  64532449    K8R-348        GRAVE           316.00      0.25       100         0
2020/10/25  69252518    P7I-760        MUY GRAVE       948.00      0.00       600         1
2020/10/27  64532449    J0V-437        LEVE            158.00      0.50         0         0
2020/10/27  79766395    T3R-184        GRAVE           316.00      0.25       100         0
2020/10/28  96693273    F3R-138        MUY GRAVE      1975.00      0.00       800         3
2020/10/29  45043076    R1T-735        MUY GRAVE       474.00      0.00       500         0
2020/10/29  54447051    U5L-205        GRAVE           316.00      0.25       100         0
2020/10/29  50200823    H1E-399        GRAVE           316.00      0.25       200         0
2020/10/30  12443643    R8H-409        MUY GRAVE       474.00      0.00       500         0
2020/10/31  71578206    G7Z-721        MUY GRAVE       474.00      0.00       500         0
2020/11/01  71578206    Y9F-491        MUY GRAVE       474.00      0.00       500         0
2020/11/01  77763722    W2L-827        MUY GRAVE       948.00      0.00       600         1
2020/11/02  87495937    M5G-669        MUY GRAVE      3950.00      0.00       100         6
2020/11/02  24859596    B8B-326        MUY GRAVE       474.00      0.00       500         0
2020/11/02  73567806    Q9D-870        GRAVE           316.00      0.25       100         0
2020/11/02  71578206    G7Z-721        MUY GRAVE       474.00      0.00       500         0
2020/11/03  79766395    H7P-047        MUY GRAVE       474.00      0.00       500         0
2020/11/03  35912665    O4X-500        MUY GRAVE      5925.00      0.00      2000         6
2020/11/03  64532449    J0V-437        LEVE            158.00      0.50         0         0
2020/11/03  34976629    J8B-303        MUY GRAVE       474.00      0.00       500         0
2020/11/04  50201756    K5K-595        MUY GRAVE       474.00      0.00       500         0
2020/11/04  64178096    I0X-469        MUY GRAVE       474.00      0.00       500         0
2020/11/04  81485316    J5T-691        GRAVE           316.00      0.25       100         0
2020/11/05  84186239    T6W-978        MUY GRAVE       474.00      0.00       500         0
2020/11/06  15029228    J0Q-121        MUY GRAVE       474.00      0.00       500         0
2020/11/08  15559308    T8F-368        GRAVE           316.00      0.25       100         0
2020/11/08  53853385    T9X-217        GRAVE           316.00      0.25       100         0
2020/11/08  86429854    M5U-987        MUY GRAVE      5925.00      0.00      2000         6
2020/11/08  25518120    E1J-798        GRAVE           316.00      0.25       100         0
2020/11/09  80457845    Z5G-762        GRAVE           316.00      0.25       200         0
2020/11/09  89941095    R8O-904        MUY GRAVE         0.00      0.00      2000        12
2020/11/09  70414420    U5T-348        MUY GRAVE       474.00      0.00       500         0
2020/11/10  79641328    X8Q-687        MUY GRAVE         0.00      0.00      2000        12
2020/11/10  60784914    P4Y-758        GRAVE           316.00      0.25       100         0
2020/11/10  73972114    A2F-518        GRAVE           316.00      0.25       100         0
2020/11/12  35297848    O7D-970        MUY GRAVE       474.00      0.00       500         0
2020/11/12  63736112    K0D-676        GRAVE           316.00      0.25       100         0
2020/11/12  39544560    N4J-043        MUY GRAVE       474.00      0.00       500         0
2020/11/13  32244565    J1E-736        MUY GRAVE       474.00      0.00       500         0
2020/11/15  79672079    R7U-941        LEVE            158.00      0.50         0         0
2020/11/16  82031355    Z5D-724        GRAVE           316.00      0.25       100         0
2020/11/16  13219606    T3B-722        MUY GRAVE       474.00      0.00       500         0
2020/11/16  30046639    P6I-223        LEVE            158.00      0.50         0         0
2020/11/18  53374153    R2T-476        GRAVE           316.00      0.25       100         0
2020/11/19  73972114    J2M-606        GRAVE           316.00      0.25       100         0
2020/11/19  32244565    M8W-853        GRAVE           316.00      0.25       100         0
2020/11/20  60335381    E6T-667        GRAVE           316.00      0.25       100         0
2020/11/20  66849703    B4N-777        GRAVE           316.00      0.25       100         0
2020/11/20  12270502    P7T-999        GRAVE           316.00      0.25       100         0
2020/11/21  54141214    G2I-709        GRAVE           316.00      0.25       100         0
2020/11/21  32244565    J1E-736        GRAVE           316.00      0.25       100         0
2020/11/22  64178096    G3B-505        GRAVE           316.00      0.25       100         0
2020/11/22  75348522    E1L-705        GRAVE           316.00      0.25       100         0
2020/11/23  29989682    B1J-773        MUY GRAVE       474.00      0.00       500         0
2020/11/24  71578206    Y9F-491        GRAVE           316.00      0.25       200         0
2020/11/24  70414420    U5T-348        GRAVE           316.00      0.25       100         0
2020/11/25  73567806    W9Z-281        GRAVE           316.00      0.25       200         0
2020/11/25  30046639    L8F-459        MUY GRAVE       474.00      0.00       500         0
2020/11/27  47528229    G8O-154        GRAVE           316.00      0.25       100         0
2020/11/27  16925690    F3F-478        GRAVE           316.00      0.25       100         0
2020/11/27  15029228    J0Q-121        GRAVE           316.00      0.25       100         0
2020/11/28  70414420    A7Y-514        LEVE            158.00      0.50         0         0
2020/11/28  15029228    N0Z-560        GRAVE           316.00      0.25       100         0
2020/11/28  73972114    J2M-606        LEVE            158.00      0.50         0         0
2020/11/29  90467829    C9H-661        GRAVE           316.00      0.25       100         0
2020/12/02  89314225    C3A-423        GRAVE           316.00      0.25       100         0
2020/12/03  42956681    L8Z-555        MUY GRAVE       474.00      0.00       500         0
2020/12/05  47528229    U0N-343        GRAVE           316.00      0.25       100         0
2020/12/05  29989682    W1V-221        GRAVE           316.00      0.25       100         0
2020/12/06  45043076    S7E-946        GRAVE           316.00      0.25       100         0
2020/12/06  25518120    F2C-703        LEVE            158.00      0.50         0         0
2020/12/07  60784914    P4Y-758        GRAVE           316.00      0.25       100         0
2020/12/07  77367073    C2S-070        GRAVE           316.00      0.25       100         0
2020/12/09  73972114    J2M-606        GRAVE           316.00      0.25       200         0
2020/12/10  88854166    L3N-150        GRAVE           316.00      0.25       100         0
2020/12/11  32244565    K4F-319        GRAVE           316.00      0.25       100         0
2020/12/11  53853385    T9X-217        GRAVE           316.00      0.25       100         0
2020/12/14  12443643    R8H-409        GRAVE           316.00      0.25       200         0
2020/12/14  87282766    S1D-093        GRAVE           316.00      0.25       100         0
2020/12/15  44346371    S4J-282        GRAVE           316.00      0.25       200         0
2020/12/15  50201756    K5K-595        GRAVE           316.00      0.25       200         0
2020/12/16  82870470    C4O-436        GRAVE           316.00      0.25       100         0
2020/12/16  34976629    I0Y-720        GRAVE           316.00      0.25       100         0
2020/12/17  79641328    L0L-653        GRAVE           316.00      0.25       100         0
2020/12/17  35912665    O4X-500        GRAVE           316.00      0.25       100         0
2020/12/19  29989682    W3T-571        MUY GRAVE       474.00      0.00       500         0
2020/12/19  58992942    V7O-315        GRAVE           316.00      0.25       100         0
2020/12/20  12858682    T5L-371        GRAVE           316.00      0.25       200         0
2020/12/20  34248357    U0T-459        MUY GRAVE       711.00      0.00       600         1
2020/12/20  77367073    C2S-070        GRAVE           316.00      0.25       200         0
2020/12/21  73567806    A7Y-833        GRAVE           316.00      0.25       100         0
2020/12/22  67185679    S7F-983        MUY GRAVE       474.00      0.00       500         0
2020/12/22  15029228    J0Q-121        GRAVE           316.00      0.25       100         0
2020/12/22  38862473    S6Y-726        GRAVE           316.00      0.25       100         0
2020/12/22  99950484    Y9W-731        GRAVE           316.00      0.25       200         0
2020/12/23  84186239    T6W-978        GRAVE           316.00      0.25       200         0
2020/12/24  81485316    J5T-691        GRAVE           316.00      0.25       100         0
2020/12/24  96693273    C0G-556        MUY GRAVE       474.00      0.00       500         0
2020/12/25  42956681    E0L-862        GRAVE           316.00      0.25       100         0
2020/12/25  25518120    U1X-768        MUY GRAVE       474.00      0.00       500         0
2020/12/26  73357516    J2K-636        GRAVE           316.00      0.25       100         0
2020/12/27  16925690    R7N-113        MUY GRAVE       474.00      0.00       500         0
2020/12/27  63291514    L3W-411        LEVE            158.00      0.50         0         0
2020/12/27  12270502    O1C-880        MUY GRAVE       474.00      0.00       500         0
2020/12/29  24859596    A8P-118        GRAVE           316.00      0.25       100         0
2020/12/29  48450395    G1P-591        MUY GRAVE       474.00      0.00       500         0
2020/12/29  53374153    G6I-762        MUY GRAVE       474.00      0.00       500         0
2020/12/30  96693273    C0G-556        GRAVE           316.00      0.25       100         0
2020/12/31  35912665    O2Z-308        MUY GRAVE       474.00      0.00       500         0
